Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,modularity_class,componentnumber
truthisstrangerthanfiction,truthisstrangerthanfiction,,3,6,5,0.460704,0.47206,0,1,3,217,0
spy,spy,,6,8,5,0.462444,0.473477,1855.369253,0.533333,8,217,0
nevergoesaway,nevergoesaway,,4,4,5,0.46228,0.473285,0,1,6,217,0
wherewegoonewegoall,wherewegoonewegoall,,8,37,5,0.463288,0.474181,949.109507,0.928571,26,193,0
qarmy,qarmy,,18,128,4,0.463638,0.474738,608.333175,0.69281,106,217,0
dea,dea,,1,1,5,0.320407,0.323859,0,0,0,193,0
qatar,qatar,,1,2,5,0.459687,0.471196,0,0,0,217,0
bookpromotion,bookpromotion,,12,17,5,0.461174,0.472716,5867.407004,0.515152,34,260,0
sophia,sophia,,7,12,5,0.46044,0.47198,8.416508,0.714286,15,217,0
pervert,pervert,,3,3,5,0.459728,0.471292,0,1,3,217,0
endthefed,endthefed,,15,390,5,0.463288,0.474381,1016.078589,0.609524,64,193,0
3dprinting,3dprinting,,6,7,5,0.460521,0.472012,1472.067148,0.933333,14,142,0
3dprinted,3dprinted,,5,5,5,0.326006,0.330194,0,1,10,142,0
c_a,c_a,,8,342,5,0.463226,0.474133,0,1,28,193,0
prayfortrump,prayfortrump,,2,2,7,0.241029,0.242984,0,1,1,111,0
prayforourleaders,prayforourleaders,,2,2,7,0.241029,0.242984,0,1,1,111,0
toomuchted,toomuchted,,3,3,5,0.460806,0.47214,0,1,3,217,0
illuminati,illuminati,,10,21,5,0.465255,0.475734,36.161324,0.711111,32,217,0
unaccepptable,unaccepptable,,1,1,6,0.318301,0.321911,0,0,0,22,0
young,young,,7,7,5,0.460114,0.471724,0,1,21,131,0
blond,blond,,7,7,5,0.460114,0.471724,0,1,21,131,0
the,the,,29,38,5,0.460868,0.473021,4880.422158,0.325123,132,131,0
cafe,cafe,,8,9,5,0.460134,0.471772,6.574242,0.785714,22,131,0
toolbar,toolbar,,7,7,5,0.460114,0.471724,0,1,21,131,0
trusttheplan,trusttheplan,,19,118,5,0.464984,0.475814,986.914077,0.666667,114,217,0
thankq,thankq,,19,118,5,0.464984,0.475814,986.914077,0.666667,114,217,0
iamq,iamq,,7,28,5,0.344359,0.353977,0,1,21,217,0
videooftheday,videooftheday,,1,1,6,0.247557,0.249494,0,0,0,143,0
bonusfocus,bonusfocus,,1,1,5,0.459687,0.471196,0,0,0,217,0
smallbizchat,smallbizchat,,5,10,5,0.462136,0.473197,0,1,10,217,0
newsworthy,newsworthy,,2,2,5,0.459708,0.471244,0,1,1,195,0
ipolpo,ipolpo,,2,2,5,0.459708,0.471244,0,1,1,195,0
highlysuspect,highlysuspect,,2,4,5,0.460684,0.472012,0,1,1,217,0
onlyinamerica,onlyinamerica,,4,6,5,0.462259,0.473269,16.889112,0.833333,5,143,0
thepentagon,thepentagon,,4,56,5,0.460094,0.471612,0.714315,0.833333,5,217,0
facebookexit,facebookexit,,1,1,5,0.459687,0.471196,0,0,0,217,0
animalcruelty,animalcruelty,,1,1,5,0.459687,0.471196,0,0,0,217,0
losecruz,losecruz,,1,2,1,1,1,0,0,0,266,36
betofortexas,betofortexas,,1,2,1,1,1,0,0,0,266,36
zucherbergtestimony,zucherbergtestimony,,1,1,5,0.459687,0.471196,0,0,0,217,0
zuckerbe,zuckerbe,,3,3,5,0.460603,0.471964,0,1,3,217,0
christianophobia,christianophobia,,3,3,5,0.462259,0.473237,0,1,3,217,0
empire,empire,,13,82,5,0.464445,0.475214,2187.269572,0.410256,32,339,0
redpill,redpill,,29,120,4,0.467049,0.477684,7688.630914,0.480296,195,217,0
housemusic,housemusic,,8,41,5,0.461829,0.473069,0,1,28,320,0
whiteness,whiteness,,3,3,5,0.463123,0.473909,0,1,3,217,0
thewalkingdead,thewalkingdead,,8,32,5,0.463308,0.474181,0,1,28,193,0
camelford,camelford,,3,3,5,0.459769,0.471324,0,1,3,325,0
marshallmathers,marshallmathers,,5,6,5,0.459809,0.47142,2.8,0.6,6,325,0
autofollow,autofollow,,1,2,5,0.459687,0.471196,0,0,0,217,0
binary,binary,,7,16,5,0.461051,0.472428,0,1,21,217,0
trekkie,trekkie,,4,5,5,0.462608,0.473541,0,1,6,217,0
freeasssange,freeasssange,,6,6,5,0.326384,0.331092,0,1,15,193,0
livestreaming,livestreaming,,11,27,5,0.46099,0.472524,571.924598,0.709091,39,217,0
blurgif,blurgif,,11,22,5,0.462382,0.473581,0,1,55,243,0
cryptocoins,cryptocoins,,1,1,6,0.242223,0.244054,0,0,0,262,0
cryptos,cryptos,,2,2,5,0.31964,0.323699,10410,0,0,262,0
maastricht,maastricht,,4,6,4,0.460501,0.471889,0,1,6,262,0
cyberbreach,cyberbreach,,1,18,5,0.33076,0.335672,0,0,0,217,0
mothersday,mothersday,,1,1,5,0.459687,0.471196,0,0,0,217,0
bjoern,bjoern,,2,2,5,0.459708,0.471244,0,1,1,131,0
fivestarreview,fivestarreview,,1,1,5,0.459687,0.471196,0,0,0,217,0
listen,listen,,8,10,5,0.460277,0.471884,19.189409,0.607143,17,1,0
hannity,hannity,,3,4,5,0.459809,0.471356,0,1,3,217,0
plumaje,plumaje,,1,1,5,0.459687,0.471196,0,0,0,217,0
mountainbiking,mountainbiking,,1,1,1,1,1,0,0,0,267,37
commonwealthgames,commonwealthgames,,1,1,1,1,1,0,0,0,267,37
survivor,survivor,,5,57,5,0.46101,0.472316,15.81456,0.7,7,339,0
nationalpetday2018,nationalpetday2018,,4,55,5,0.46099,0.472268,0,1,6,339,0
sunsetboulevard,sunsetboulevard,,6,6,6,0.31517,0.319412,0,1,15,357,0
sunset,sunset,,11,11,5,0.460094,0.471836,62430,0.454545,25,357,0
sunsettrip,sunsettrip,,6,6,6,0.31517,0.319412,0,1,15,357,0
sunsetblvd,sunsetblvd,,6,6,6,0.31517,0.319412,0,1,15,357,0
sunsets,sunsets,,6,6,6,0.31517,0.319412,0,1,15,357,0
cardibonfallon,cardibonfallon,,6,6,6,0.31517,0.319412,0,1,15,357,0
villanova,villanova,,6,6,6,0.31517,0.319412,0,1,15,357,0
imranawan,imranawan,,3,3,5,0.462321,0.473269,0,1,3,193,0
followthemoney,followthemoney,,14,28,5,0.464321,0.47515,4084.410343,0.637363,58,193,0
other,other,,5,11,5,0.460114,0.47166,11016.19335,0.4,4,217,0
lifelogs,lifelogs,,2,2,6,0.315332,0.319444,0,1,1,131,0
here,here,,15,15,5,0.322402,0.326978,278.91457,0.752381,79,131,0
cheap,cheap,,3,3,5,0.459911,0.471436,0,1,3,262,0
pal,pal,,4,16,5,0.462362,0.473349,0,1,6,217,0
saverin,saverin,,4,16,5,0.462362,0.473349,0,1,6,217,0
brandingmarketing,brandingmarketing,,5,27,5,0.459951,0.471532,0,1,10,164,0
blackplanet,blackplanet,,1,1,5,0.459687,0.471196,0,0,0,217,0
dumpzuck,dumpzuck,,2,2,5,0.459708,0.471244,0,1,1,217,0
riseup,riseup,,4,4,5,0.462567,0.473509,0,1,6,217,0
mass,mass,,8,354,5,0.461521,0.47286,0,1,28,217,0
lifelongproject,lifelongproject,,9,89,5,0.460399,0.471996,3.946961,0.777778,28,193,0
bush,bush,,11,60,5,0.460643,0.472252,4862.058124,0.545455,30,193,0
gayprivilege,gayprivilege,,2,4,5,0.459931,0.47142,0,1,1,41,0
notsureif,notsureif,,7,63,5,0.461542,0.472812,0,1,21,217,0
lockzuckerbergup,lockzuckerbergup,,3,30,5,0.461092,0.472332,0,1,3,217,0
reptilians,reptilians,,5,5,5,0.460827,0.47222,0,1,10,325,0
reptilian,reptilian,,6,7,5,0.461051,0.472428,4.289275,0.8,12,325,0
cantmakethisup,cantmakethisup,,5,5,5,0.460827,0.47222,0,1,10,325,0
howtocheck,howtocheck,,2,2,5,0.324897,0.32875,0,1,1,340,0
unsafeforthecommunity,unsafeforthecommunity,,2,2,5,0.462218,0.473173,0,1,1,217,0
makeamericanumber1pac,makeamericanumber1pac,,3,3,5,0.460134,0.471604,0,1,3,217,0
masssurveillance,masssurveillance,,8,13,5,0.461031,0.472476,0.714579,0.964286,27,217,0
eleanorrigby,eleanorrigby,,3,6,5,0.460725,0.472076,0,1,3,1,0
disruptions,disruptions,,3,3,6,0.317022,0.320976,0,1,3,143,0
blankcheck,blankcheck,,3,3,6,0.317022,0.320976,0,1,3,143,0
itshappening,itshappening,,6,13,5,0.327565,0.332365,8.979813,0.8,12,193,0
covervideos,covervideos,,1,1,5,0.459687,0.471196,0,0,0,217,0
storeddata,storeddata,,3,3,5,0.460033,0.471532,0,1,3,217,0
yourdata,yourdata,,3,3,5,0.460033,0.471532,0,1,3,217,0
traders,traders,,12,31,5,0.462013,0.473341,560.959407,0.545455,36,340,0
excuses,excuses,,3,3,5,0.461358,0.472556,0,1,3,45,0
pittsburghpaunitedstates,pittsburghpaunitedstates,,4,4,5,0.45989,0.471444,0,1,6,243,0
finishes,finishes,,4,4,5,0.459789,0.471372,0,1,6,217,0
hill,hill,,4,4,5,0.459789,0.471372,0,1,6,217,0
abcnews,abcnews,,8,10,5,0.461194,0.472604,11.96804,0.928571,26,217,0
obamacampaign,obamacampaign,,4,4,5,0.460806,0.472172,0,1,6,217,0
boom,boom,,10,52,5,0.463267,0.474229,0,1,45,217,0
beatzillax,beatzillax,,10,10,5,0.326897,0.331558,0,1,45,1,0
mexicanamusic,mexicanamusic,,10,10,5,0.326897,0.331558,0,1,45,1,0
themonstersquad,themonstersquad,,10,10,5,0.326897,0.331558,0,1,45,1,0
latin,latin,,10,10,5,0.326897,0.331558,0,1,45,1,0
mariachi,mariachi,,10,10,5,0.326897,0.331558,0,1,45,1,0
electronic,electronic,,10,10,5,0.326897,0.331558,0,1,45,1,0
madrid,madrid,,5,5,5,0.339187,0.347053,0,1,10,217,0
federaltradecommission,federaltradecommission,,1,1,5,0.459687,0.471196,0,0,0,217,0
raintax,raintax,,3,3,5,0.342152,0.350983,0,1,3,131,0
facebookspies,facebookspies,,3,3,5,0.459809,0.471356,0,1,3,193,0
facebooklies,facebooklies,,3,3,5,0.459809,0.471356,0,1,3,193,0
jewish,jewish,,2,2,5,0.342569,0.351415,0,1,1,41,0
johnburk,johnburk,,5,5,5,0.462362,0.473381,0,1,10,143,0
americansavage,americansavage,,5,5,5,0.462362,0.473381,0,1,10,143,0
facebooklifelog,facebooklifelog,,6,6,5,0.460745,0.472172,0,1,15,217,0
facefuck,facefuck,,6,6,5,0.460745,0.472172,0,1,15,217,0
usage,usage,,3,9,5,0.460073,0.471564,0,1,3,217,0
charleskoch,charleskoch,,4,16,5,0.460399,0.471852,0,1,6,217,0
8chan,8chan,,4,8,5,0.460603,0.471996,0,1,6,217,0
blockzuckerberg,blockzuckerberg,,4,4,5,0.460643,0.472044,0,1,6,217,0
coincidence,coincidence,,7,176,5,0.460704,0.472172,0.882075,0.761905,16,217,0
revenue,revenue,,4,8,5,0.460603,0.472012,0,1,6,217,0
ex,ex,,5,5,5,0.459769,0.471388,0,1,10,196,0
freeatlast,freeatlast,,5,5,5,0.459769,0.471388,0,1,10,196,0
freebird,freebird,,5,5,5,0.459769,0.471388,0,1,10,196,0
ahued,ahued,,5,5,5,0.459769,0.471388,0,1,10,196,0
doitright,doitright,,5,5,5,0.459769,0.471388,0,1,10,196,0
trumprussiacollusion,trumprussiacollusion,,4,8,5,0.330141,0.335086,0,1,6,217,0
firemueller,firemueller,,4,8,5,0.330141,0.335086,0,1,6,217,0
lets,lets,,5,5,5,0.462341,0.473365,0,1,10,217,0
democracyunderthreat,democracyunderthreat,,5,5,5,0.324553,0.328646,0,1,10,217,0
friendster,friendster,,1,3,5,0.459687,0.471196,0,0,0,217,0
cambrideganalytica,cambrideganalytica,,3,3,5,0.462423,0.473365,0,1,3,217,0
datalaws,datalaws,,4,4,5,0.459769,0.471356,0,1,6,217,0
scl,scl,,8,14,4,0.461215,0.472577,16.522854,0.785714,22,217,0
datacenter,datacenter,,2,3,5,0.459708,0.471244,0,1,1,406,0
sustainability,sustainability,,8,20,5,0.459951,0.471628,2.891667,0.678571,19,41,0
renewableenergy,renewableenergy,,5,15,5,0.45987,0.471468,0,1,10,41,0
healthtech,healthtech,,5,15,5,0.45987,0.471468,0,1,10,41,0
naacp,naacp,,3,3,6,0.315485,0.319553,0,1,3,243,0
naalcp,naalcp,,3,3,6,0.315485,0.319553,0,1,3,243,0
